The Mistress of the Mines at the Netherwing Mines in Shadowmoon Valley wants you to recover 15 Nethermine Cargo crates.	Picking Up The Pieces...	Much of our hard work lies scattered about in these mines. Carts full of cargo are littered across every inch of this mine! We just can't get to any of it with the current infestation. That's where you come in, George. Your daily duty here at this mine is to collect the cargo left behind by the miners and deep mine workers. Gather the nethermine cargo and return it to me or my sister. 
Mother Kashur at the Ancestral Grounds in Nagrand has asked that you Visit Sunspring Post, Visit Laughing Skull Ruins, Visit Garadar and Visit Bleeding Hollow Ruins.	A Visit With The Ancestors	I need for you to journey to the villages of the ancestors, George. Seek each one out and see if the ancestors remain. Visit Sunspring Post to the north, visit the Laughing Skull Ruins far to the north against the mountains, visit Garadar to the northeast, and finally, visit the Bleeding Hollow Ruins on the borders of Nagrand and the Terokkar Forest, to the east. Return to me once you have observed the ancestors in their homes. 
Honor Guard Wesilow wants you to defeat 12 Unyielding Footmen, 10 Unyielding Sorcerers, and 5 Unyielding Knights at the Expedition Armory to the south.	Unyielding Souls	Near the end of our invasion, the Armory to the south fell under attack by the Horde's insidious Death Knights. Those vile shades cursed the Armory's defenders - and trapped their souls between the realms of the living and the dead. Those noble souls must be set free! I beg you, George, end my comrades' torment, for I have not the heart to slay them myself. 
Take the Crimson Crystal Shard to Earthbinder Galandria Nightbreeze at the Cenarion Post in Hellfire Peninsula.	The Earthbinder	You should take the crystal lump over to the earthbinder. She's just like you... always needing to get to the bottom of a mystery and thinking all of the time. If you ask me, she thinks a little too much. Just give it to her and I'm sure that she'll get you into a heap of trouble figuring out what is going on up there on the ridge. 
Kill 4 Felsworn Scalewing, 4 Felsworn Daggermaw, and 2 Fel Corrupters.	Culling the Wild	The number of atrocities committed by the Burning Legion is countless. Even as we speak, they send their legion forces against the creatures of this land. Helpless to defend against their power, they fall one by one. George, help me stop these crimes of nature destroy all which they corrupt. Over the hill, east of here, you will see the corruption spreading across Bladed Gulch. Kill the ones causing the crime, the Fel Corrupters, and as many Felsworn as you can. 
Gather 15 Nether Dragonkin Eggs, then return to Tyri and Jorad on the Celestial Ridge.	A Promising Start	We've come here to investigate rumors of a strange breed of dragons, perhaps even descendents of Deathwing himself. These are clearly not ordinary black dragons, though. We'll know more once we've had a chance to examine their eggs. Their hatred for my flight runs deep, so I can't get close enough to gather the eggs. Will you agree to help? 
Mother Kashur has asked that you put to rest 15 Agitated Orc Spirits.	The Agitated Ancestors	Do you see them walking around us? The Ancestral Grounds are normally quiet and undisturbed. As of late, the ancestral spirits have risen and are extremely agitated. Something is causing a great disturbance to the spirits. We must discover what that something could be, but first, we must put the immediate threat to rest. These ghosts that you see walking about are not truly the ancestors but a representation of their state of being. You must destroy the agitated orc spirits. Do this and return to me. 
	Old Hillsbrad Foothills Reward Quest	 
Kill 10 Bonechewer Devastators and 6 Bonechewer Backbreakers and return to Theloria Shadecloak.	Thinning the Ranks	Knowing Thander and Bertelm, they won't tolerate such a large buildup of hostile forces on our doorstep. Asking them to dispatch members of the garrison to participate in an attack on the camp isn't an option either. It would just leave us too vulnerable to attack. It falls to us to do what we can to diminish the threat the fel orc buildup poses. Kill what you can of their forces and I will look for ways to stall any reinforcements. 
Obtain 8 Orders from Kael'thas from demons at Manaforge Ara and bring them to Spymaster Thalodien in Area 52. Performing quests for the Scryers will cause your Aldor reputation to decrease.	Damning Evidence	As you may have noticed, there are servants of the Burning Legion all over Manaforge Ara. Kael'thas has entered an alliance with the Burning Legion. He must've caught wind of Illidan's descent into insanity and switched paymasters accordingly. If the Scryers get definite proof of this, it will give them a considerable political advantage. I know for a fact that the Legion forces at this manaforge have orders that bear Kael's seal. Get these orders and bring them to Thalodien. 
Travel to Shattrath City to tell A'dal about Akama's request.	The Hostage Soul	You might wonder why I go to such lengths to hide my intentions. Why not throw my lot in openly with the naaru? My very essence - my soul - is held prisoner inside the Black Temple. Illidan could destroy me any moment... until now! This phylactery will allow me to regain control of my soul. The time has come, George. I'll lead Maiev and my Deathsworn to Illidan's doorstep. Speak to A'dal and and tell him of our plan. If we strike together we'll break through Illidan's defenses. 
Find Grom'tor, Son of Oronok at Coilskar Point in Shadowmoon Valley.	Grom'tor, Son of Oronok	My first born, Grom'tor, left to search Coilskar Point - directly southwest of here. He's the warrior in the family - ill-tempered and blood-thirsty... Traits he inherited from his mother. Search along the outskirts of Coilskar Point. If you see naga corpses, Grom'tor is sure to be close. When you find him, tell him this: ""We spill blood for just cause."" It will let him know that you are a friend to Torn-heart and prevent your premature death. 
Slaughter 5 Boulder'mok Brutes and 3 Boulder'mok Shaman, and then return to Lieutenant Fairweather at Evergrove in the Blade's Edge Mountains.	Slaughter at Boulder'mok	I know that we have plans for you to head to Boulder'mok. I have something that I want you to do while you are there. We must take any chance we can get to strike down the ogres of these mountains, or they will overrun us, and all that we have bled and died for will be for nothing! Boulder'mok lies to the west. Travel southwest, cross the bridge and head through the tunnel. On the west side of the Raven's Wood you will find them. George, I want you to wipe out the Bladespire ogres of Boulder'mok. 
Bring the Primed Key Mold to Dumphry in Honor Hold.	Grand Master Dumphry	The symbol on the key's handle... it is hard to make it out inside the mold, but I recognize it at the Shattered Hand's own. There is a good chance this key will allow you to enter the Shattered Halls. Speak to Dumphry. He is a master of his craft. If he can't craft this key for you, no one can. 
